VACINAS,Convenio,Preco
"Perfil Quantitativo para Leucinose
(MSDU)",UNAFISCO,0.0
BCG,VIDALINK,0.0
Dengue (Qdenga),VIDALINK,565.0
Febre Amarela,VIDALINK,250.0
Febre Tifóide,VIDALINK,245.0
Gripe HD quadri 2025 (Efluelda),VIDALINK,320.0
Gripe quadrivalente 2025,VIDALINK,190.0
Gripe Trivalente,VIDALINK,160.0
Hepatite A + B Ad.,VIDALINK,390.0
Hepatite A Adt.,VIDALINK,290.0
Hepatite A Ped.,VIDALINK,199.0
Hepatite B Adt.,VIDALINK,0.0
Hepatite B Ped.,VIDALINK,140.0
Herpes Zóster (Shingrix),VIDALINK,970.0
Hexa,VIDALINK,399.0
HPV 9V  (Gardasil 9),VIDALINK,1100.0
Meningo ACWY,VIDALINK,440.0
Meningo B  (Bexsero - GSK ),VIDALINK,760.0
Meningo B  (Trumenba - Pfizer ),VIDALINK,590.0
Penta,VIDALINK,345.0
Pneumocócica 13V (Prevenar 13),VIDALINK,299.0
Pneumocócica 15V (Vaxneuvance),VIDALINK,399.0
Pneumocócica 20V  (Prevenar 20),VIDALINK,640.0
Pneumocócica 23V,VIDALINK,240.0
Rotavírus 5v (Rotateq),VIDALINK,365.0
Tetra bacteriana (dTpa/IPV),VIDALINK,285.0
Tetra Viral,VIDALINK,530.0
Tríplice Bacteriana AD (dTpa),VIDALINK,275.0
Tríplice Viral,VIDALINK,170.0
Varicela,VIDALINK,330.0
AJOVY,VIDALINK,1300.0
Dupilumabe (Dupixent),VIDALINK,13990.0
Imunoglobulina Anti- Rh,VIDALINK,480.0
"Neo Decapeptyl LP® 11,25 mg",VIDALINK,1300.0
"Neo Decapeptyl LP® 22,5 mg",VIDALINK,2790.0
"Neo Decapeptyl® 3,75 mg",VIDALINK,475.0
Nirsevimabe (Beyfortus) ,VIDALINK,4290.0
"Palivizumabe 0,5ml",VIDALINK,4950.0
Palivizumabe 1ml,VIDALINK,9700.0
VSR (Abrysvo),VIDALINK,1810.0
VSR (Arexvy),VIDALINK,1640.0
Consulta ao viajante (Somente copacabana) ,VIDALINK,0.0
Perfuração de orelha ad/ped,VIDALINK,0.0
Teste da Orelhinha,VIDALINK,0.0
Teste do Pezinho Básico,VIDALINK,0.0
Teste do Pezinho Novo Plus,VIDALINK,0.0
Teste do Pezinho Novo Ampliado,VIDALINK,0.0
Teste do Pezinho Novo Master,VIDALINK,0.0
Teste do Pezinho Novo Expandido,VIDALINK,0.0
Teste do Pezinho Completo,VIDALINK,0.0
Teste do Pezinho NOVA ERA,VIDALINK,0.0
17 OHP - Hiperplasia Adrenal,VIDALINK,0.0
Anti HIV,VIDALINK,0.0
Aminoacidopatias,VIDALINK,0.0
Citomegalovirus IgM,VIDALINK,0.0
Deficiência da Biotinidase,VIDALINK,0.0
Deficiência da G6PD,VIDALINK,0.0
Deficiência de MCAD,VIDALINK,0.0
Perfil Tandem Avaliação QUALI,VIDALINK,0.0
Perfil Tandem Avaliação QUANTI (ACIL + PAA),VIDALINK,0.0
Doença de Chagas,VIDALINK,0.0
Doença de Gaucher,VIDALINK,0.0
Doença de Pompe,VIDALINK,0.0
Doença de Fabry,VIDALINK,0.0
Galactosemia,VIDALINK,0.0
Hemoglobinopatias,VIDALINK,0.0
IRT - Fibrose Cística,VIDALINK,0.0
PKU - Fenilcetonúria,VIDALINK,0.0
Rubéola,VIDALINK,0.0
Sífilis,VIDALINK,0.0
Surdez Genética,VIDALINK,0.0
T4 - Hipotireoidismo,VIDALINK,0.0
Toxoplasmose,VIDALINK,0.0
TSH - Hipotireoidismo,VIDALINK,0.0
"Pesq. de imunodeficiências
Congênitas (SCID)",VIDALINK,0.0
"Perfil Bioquímico para Doenças
Lisossômicas",VIDALINK,0.0
Triagem Molecular p/ Atrofia Muscular Espinhal (AME),VIDALINK,0.0
"Perfil Quantitativo para Leucinose
(MSDU)",VIDALINK,0.0
